	p009_MOUSE_Brain_adult	p009_MOUSE_Brain_e17	p009_MOUSE_shGFP	p009_MOUSE_shHRNPDL_3	p009_MOUSE_shHRNPDL_4	p009_MOUSE_shRFP	p021_ESC	p021_NSC	p021_SC	p021_iPSC	p022_EBs_BR1	p022_EBs_BR2	p022_EBs_BR3	p022_ESCs_BR1	p022_ESCs_BR2	p022_ESCs_BR3	p022_MEFs_BR1	p001_BRAIN_S1_SYSY	p001_BRAIN_S2_NEB	p001_BRAIN_S2_SYSY	p005_neural_WT	p005_neural_WT	p011_D-2	p011_D0	p011_D10	p011_D2	p011_D5	p011_siCtrl-BR1	p011_siCtrl-BR2	p011_siFTO-BR1	p011_siFTO-BR2	p027_HS	p027_NM	p010_mESC_WT	p010_mESC_WT_BR1	p010_mESC_WT_BR2
Trpt1	12.8	0	6.44	0	0	0	0	1.96	0	0	0	0	0	0	0	0	9.44	0	7.5	0	2.36	2.596352202	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trpv1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121.3	28.78	0	0.348470286	0	0	20.81	33.49	34.17	14.2	0	0	0	0	0	0	0	0
Trpv2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.2	6.4	0	0.120795929	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trpv3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31.4	0	0	0.696890746	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trpv4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	14.1	0	0.426968503	0	12	0	0	35.1	0	0	0	0	0	0	4.35	0	0
Trpv6	15.2	50.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.9	26.9	7.95	8.132891296	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trrap	742.31	1143	28.4	19.62	14.16	27.8	5.37	23.42	9.04	37.92	160.32	176.64	56.9	363.8	188.6	37.6	119.04	46	40.6	24.1	18.26	18.90885442	0	40.54	42.72	39.13	68.17	39.68	33.3	15.76	18.16	0	0	33.9	32.7	25.3
Trub1	51	100.8	14.96	34.96	21.04	18.67	5.26	8.49	0	26.72	59.54	60.5	81.03	95.7	221	228.6	86.6	29.85	59.16	23.6	25.67	26.16278655	3.28	3.27	11.86	17.17	11.04	8.88	3.91	7.97	4.63	0	0	21.51	23.21	26.4
Trub2	198.7	251.6	28.87	20.44	12.42	18.12	4.29	6.11	3.66	5.28	37.1	46.42	42.9	59.01	43.9	107	78.51	31.9	29.87	18.3	33.39	33.64261286	0	6	6.54	4.18	3.6	4.49	7.98	4.4	6.05	0	0	11.63	14.62	14.6
Tsacc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.18	0	21.8	0	0	0.258106271	0	0	0	0	0	0	0	0	0	0	0	1.61	0	0
Tsc1	381.44	1178.1	25.8	61.48	72.05	73.16	15.12	6.03	18.83	38.15	91.3	184	102.56	145.2	202.3	86	111	41.45	100.25	55.45	49.63	50.28116479	3.07	10.56	10.72	15.55	5.76	22.48	33.05	27.09	33.17	0	41.8	45.79	45.07	71.96
Tsc2	3.7	23.8	2.05	0	0	6.74	5.13	10.33	2.81	8.58	0	4.37	0	4.04	0	0	10.3	4.68	9.36	0	3.62	4.093470857	0	3.19	10.45	3.67	12.17	3.75	4.88	0	1.92	0	0	1.64	2.29	5.07
Tsc22d1	253.54	390.8	54.57	91.87	58.62	103.84	12.8	45.14	16.94	53.03	213.2	549.84	263.1	214.07	379.25	210.5	126.94	66.72	56.06	49.32	41.91	42.39897308	33.65	242.37	257.84	276.55	314.2	58.71	76.54	25.29	56.74	46	137.5	40.84	71.19	65.32
Tsc22d2	654.71	740.9	48.34	46.9	36.06	36.54	12.43	11.84	15.19	27.37	378.11	348.41	588.7	347.6	219	291.6	120.1	78.47	111.11	58.59	75.42	75.79061914	0	60.3	35.95	72.13	25.93	13.18	7.21	11.03	6.49	269.7	346.46	81.81	77.52	117
Tsc22d3	72.4	209.6	16.4	8.7	11.6	35.42	0	0	2.47	0	26.2	0	0	25.4	0	0	31.4	13.1	8.41	11.7	14.28	15.03245186	2.63	11.92	25.48	66.81	24.16	13.64	17.77	6.53	4.77	0	0	4.7	35.54	12.4
Tsc22d4	68.81	84	16.35	30.29	14.74	13.28	6.57	21.82	6.15	41.38	51.06	32.2	26	130.5	134.7	4.36	28.9	10.9	60	22.13	19.88	20.10186805	12	19.42	24.91	26.27	38.28	24.39	35.14	15	27.5	0	0	9.73	22.93	52.09
Tsen15	14	23.8	1.96	4.26	0	0	0	0	0	0	0	0	0	0	0	0	5.45	0	0	0	3.82	4.463334095	0	0	15.5	8.24	0	0	0	5.77	3.04	0	0	0	0	0
Tsen2	121.4	601.6	17.54	11.8	28.6	39.9	8.15	11	4.9	13.06	183.24	220.31	131.1	191.7	108	192.5	111	125.3	106.56	51.2	47.3	48.20316913	6.83	28.5	46.98	37.3	52.08	20.81	16.67	18.41	25.58	0	0	39.4	26.1	27.54
Tsen34	38.31	11.02	4.11	6.19	5.56	4.88	13.5	5.12	2.48	3.59	0	3.9	3.27	36.5	29.7	2.52	18.9	12.2	20.4	12.8	6.4	6.958756698	1.6	9.58	9.55	5.99	21.48	5.03	6.19	3.19	4.1	0	0	3.55	0	0
Tsen54	18.71	63	9.68	4.13	8.74	26.31	5.96	0	3.81	16.13	35.08	72.51	25.4	88.8	61.3	68.6	29.01	17.3	94.58	13.23	35.48	36.01089814	0	27.55	52.62	39.52	44.02	8.87	12.57	2.14	9.14	0	0	21.79	11.19	8.07
Tsfm	43.2	22.4	6.28	5.54	3.82	9.84	3.31	12.34	3.56	17.85	27.73	12	0	51	20.96	17.1	15.03	11.2	4.09	4.61	15.47	15.61217805	26.9	11.12	30	31.9	17.05	5.5	8.52	10.4	8.82	0	0	3.24	4.49	3.72
Tsg101	8.95	15.86	2.5	0	0	2.01	0	5.03	0	0	0	0	0	23.3	0	0	0	0	0	0	2.06	2.909029733	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tsga10	24.5	24.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.2	16.66	37.5	25.84	26.4606679	0	0	0	0	0	0	3.95	7.63	12.2	0	0	3.54	5.2	0
Tshr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34.1	0	34.03	34.75870924	0	0	22.17	0	0	0	0	0	0	0	0	0	0	0
Tshz1	973.4	877.1	68.12	108.44	85.77	132.5	0	33.34	15.47	33.7	83.7	44.3	0	31.7	0	0	282.1	88.8	253.5	160.68	59.5	60.40707297	3.99	176.94	303.13	164.34	116.3	65.96	80.42	32.06	37.18	0	60.3	56.61	78	108.5
Tshz2	599.94	1327.7	86.88	26.3	64.33	36.03	0	432	6.58	0	36.6	0	0	0	0	0	0	61.9	76.37	70.69	77.77	78.32239985	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tshz3	373.1	1216.4	55.94	61.57	35.4	16.99	0	0	10.7	19.06	26.15	42.6	0	120.6	0	10.9	153	181.51	104.96	100.02	57.2	57.78679144	0	29.87	22.52	25.54	32.08	36.79	23.89	31.25	36.58	0	0	27.37	20.8	0
Tsix	0	2722.4	0	0	0	0	0	17810.5	0	19.16	41.9	25.4	0	76.1	0	0	0	0	13.6	0	26.15	26.29754996	0	0	0	0	0	0	0	0	0	0	0	15.94	44.93	81.83
Tsks	0	0	0	0	0	0	5.73	0	0	0	0	0	0	15.9	0	0	0	0	90	19.8	10.4	10.7272064	0	0	18.6	0	0	0	0	0	0	0	0	0	28.6	0
Tsku	77	207.6	49.84	58.8	76.3	66.89	15.99	10.44	7.74	26.46	322.78	211.24	150.9	272.8	129	191	370.48	44.3	107.7	69.76	63.9	64.41667588	0	20.15	16.76	32.17	20.41	23.92	30.89	3.05	5.42	0	0	68.47	74.04	46.9
Tslp	0	0	0	0	0	0	0	39.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0.148694783	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tsn	30.09	56	0	0	0	0	0	0	0	0	17	7.82	0	4.69	5.55	0	5.8	0	0	1.9	3.65	4.503969193	13.5	0	0	0	0	0	1.43	7.08	5.14	0	0	0	0	0
Tsnax	55.73	82.22	10.46	11.06	6.23	8.91	1.49	0	1.29	0	10.47	10.7	0	27.8	11.5	14.4	19.98	5.09	0	2.03	7.43	8.225707595	0	5.1	13.06	10.98	9.91	2.67	2.88	1.94	2.14	0	0	2.48	1.9	0
Tsnaxip1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.1	12.2	8.78	9.142668437	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tspan1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40.9	0	0	0.134090937	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tspan10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27.3	16.6	0	0.852753111	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tspan11	0	53.2	9.27	21.47	10.2	26.2	0	61.17	0	0	0	0	0	0	0	0	37.05	24.43	132.25	61.72	10.7	11.53029295	16.26	8.74	11.71	9.56	91.66	40.07	56.67	24.93	37.9	0	0	0	0	0
Tspan12	37.4	152.2	0	0	0	0	0	7.93	0	0	0	0	0	0	0	0	0	3.31	6.13	8.16	14.7	14.7659274	0	0	0	0	0	0	0	0	0	0	0	0	41.6	14.5
Tspan13	8.99	22.24	0	0	0	0	0	0	0	0	0	9.84	0	6.74	0	0	0	13.2	0	0	2.31	2.967355865	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tspan14	143.5	904	11.2	20.7	7.89	9.33	2.84	4.08	2.23	11.37	62.25	54.3	202	89.8	613	129	31.7	34.4	26	14.15	27.63	28.09550961	0	0	3.66	3	5.18	3.42	3.33	0	0	0	0	11.3	19.6	14
Tspan15	85.3	88.9	15.93	3.44	23.64	5.64	3.15	4.11	2.69	9.97	4.19	16.4	11.8	26.75	60.1	119	22.98	11	71.8	8.96	10.94	11.78033451	0	0	0	0	0	0	0	0	0	0	0	4.73	3.97	6.58
Tspan17	11.7	21	4.97	0	0	9.08	1.88	0	0	5.94	0	0	0	0	0	0	22.7	18.3	19.09	3.48	4.33	4.699328805	0	13.74	24.89	7.19	17.57	10.52	12.87	0	0	0	0	2.78	0	5.42
Tspan18	22.14	202.6	0	0	0	0	0	76.6	2.97	0	3.14	0	0	0	0	0	64.8	29.5	133.6	33.9	19.2	19.30681647	0	6.42	11.1	45.3	59.1	0	0	0	0	0	0	34.8	33.8	0
Tspan2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.3	0	2.52	2.678922748	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tspan2os	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.4	0	0	0.406784246	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tspan3	30.63	14.91	2.48	0	0	1.93	0	14.96	0	1.67	3.74	5.47	9.08	29.64	0	0	6.4	0	0	0	1.66	2.346054784	0	12.8	7.02	7.7	6.1	20.1	13.8	0	0	0	13.5	0	0	0
Tspan31	40.84	57.4	8.15	6.74	11.68	7.2	1.5	1.36	1.43	1.84	3.85	55.8	0	15.74	6.68	4.49	13.62	0	2.84	4.13	3.95	4.233627429	0	0	0	0	0	0	0	0	0	0	0	2.68	4.01	3.27
Tspan32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44.9	0	0	0.07915177	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tspan33	91.11	18.2	0	0	0	0	6.04	12.99	0	0	0	0	0	82.5	26.7	0	0	28.57	30.9	10.9	10.01	10.62401993	0	0	0	0	0	0	0	0	0	0	0	4.91	9.1	0
Tspan4	22.2	50.4	9.57	7.03	6.79	9.76	2.29	1.67	0	2.09	4.58	3.28	0	7.4	0	0	14.83	5.6	27.97	4.32	8.62	8.762198305	0	15.62	21.77	12.67	12.35	4.44	5.94	0	0	0	0	0	0	3.01
Tspan5	506.21	340.3	19.62	13.2	12.74	21.27	4.8	22.66	6.13	28.4	58.6	493.69	239.9	145	274.46	223	69.25	29.44	36.2	20.7	31.44	31.44833014	0	41.9	6.63	22.61	3.48	12.71	33.2	16.8	11.43	0	13.5	23.9	25.7	25.05
Tspan6	0	7	0	0	0	0	0	8.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0.866177195	0	0	0	0	0	4.19	10.4	0	0	0	0	0	0	0
Tspan7	17.13	10.4	0	3.46	17.2	0	0	6.26	1.42	0	0	0	0	0	0	0	10.7	2.2	0	1.81	5.92	6.18268892	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tspan8	0	0	4.84	13.5	6.08	3.61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.363642216	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tspan9	295.76	349.06	15.49	12.69	12.7	14.47	7.1	0	4.76	8.09	83	57.88	86.2	39.3	381	69.1	46.06	69.3	22.4	16.32	15.78	16.00927065	0	17.32	17	19.67	28.94	30.63	33.19	5.94	17.32	0	0	7.02	10.1	19.6
Tspear	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.1	0	0	0.70533139	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tspo	0	0	2.11	0	1.93	3.47	0	0	0	0	0	0	0	14.8	0	0	10.8	0	0	0	0	0.709315593	0	0	3.54	0	5.27	2.04	4.26	0	0	0	0	0	0	0
Tspo2	0	0	0	0	0	0	4.18	0	0	0	0	0	0	0	0	0	0	0	16.4	0	0	0.063668545	0	0	0	0	0	0	0	0	0	0	0	1.7	0	5.58
Tspyl1	94.2	221.25	19.96	11.4	20.3	16.8	7.71	3.72	4.79	9.59	104	161	56.47	180.34	221.7	53.6	105	41.77	39.21	31.25	24.34	24.88494187	41.2	25.2	46	19.4	43	39.5	26.29	26.8	25.2	11.6	2.55	20.5	23.5	8.74
Tspyl2	346.21	221.9	25.36	65.93	30.02	39.27	12.16	8.24	10.76	8.42	39.89	64.02	11.8	31.7	24.66	21.8	53.5	18.15	29.64	28.94	26.63	27.25455941	41.38	47.72	64.14	88.18	50.02	10.04	19.33	16.47	21.62	0	19.7	16.38	103.17	52.07
Tspyl3	231.17	743.2	0	0	0	0	11.72	0	12.3	16.54	57.6	35.07	0	152.2	0	0	18.88	30.53	66.04	36	36.5	36.91952202	0	0	23	37.1	21.3	14.2	20.2	0	0	0	0	43	84.5	13.6
Tspyl4	157.86	220.51	103.81	30.1	40.47	22.26	0	16.61	0	2.07	0	0	0	0	0	0	120.7	45.62	26.42	43.7	34.63	35.54577588	0	16.4	16.42	6.6	5.54	27.87	14.24	8.4	8.16	0	0	13.45	7.8	21.7
Tspyl5	292.6	558	0	0	0	0	0	76.89	7.81	0	0	18	0	88.8	0	0	69.83	69.7	72.44	60	35.5	36.26906229	0	0	0	0	0	0	0	0	0	0	0	47.77	110.5	55.8
Tsr1	224.56	359.6	19.51	23.63	19.26	29.49	4.03	2.21	2.19	7.71	58.01	50.3	64.6	133.97	96.9	39.3	49.52	10.5	17.93	19.01	24.03	24.41917121	0	3.06	2.91	4.89	3.01	9.44	4.73	5.95	1.94	0	0	6.87	7.79	3.66
Tsr2	15.28	73.5	1.75	0	0	0	4.32	5.02	3.81	3.36	2.77	13.57	0	19.22	12.51	7.47	6.56	0	0	4.8	4.85	5.271689754	10.04	17.92	29.4	20.12	25.23	8.27	5.91	5.92	7.4	0	0	0	0	1.84
Tsr3	87.6	126.2	22.1	173.8	28.97	11.6	4.33	4.69	4.35	10.9	25	135	195	533	37.2	152.9	51.87	26.6	44.3	25.7	14	14.52267734	4.77	5.24	3.14	5.14	1.53	1.58	2.13	3.92	3.24	0	0	25.2	66.9	43.2
Tssc1	378.2	201.2	3.91	3.88	4.2	0	3.57	7.49	2.79	3.45	9.42	26.3	27.2	48.13	48.6	0	65.5	30.09	20.02	10.7	28.17	28.79592036	0	0	0	0	0	2.04	2.04	0	0	0	0	4.63	2.92	2.9
Tssc4	169.7	203.2	22.9	59.9	13.12	20.58	9.48	58.45	7.39	39.19	76.6	118.4	68.6	110.7	261.1	64.94	110.6	58.06	43.4	27.22	26.16	26.94388461	18.44	27.6	48.2	47.32	35	22.27	27.83	41.19	13.34	0	0	17.52	30.09	21.01
Tssk1	0	0	0	0	0	0	0	0	10.3	0	0	0	0	0	0	0	0	0	75	19.16	0	0.769589826	61.8	24.1	27.4	17	23.1	5.19	40.3	5.98	17.7	0	0	0	0	0
Tssk2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.7	0	23.2	21.12	0	0.927700884	0	0	0	0	0	0	0	0	0	0	0	13.6	0	0
Tssk3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28.6	8.32	0	0.315152351	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tssk4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.7	0	12.3	10.2	0	0.284225112	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tssk5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.2	0	0	0.733351806	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tssk6	25.7	46.2	42.8	9.02	0	0	4.49	0	0	12.15	39.2	24.6	0	102	0	0	28.3	0	68.1	33.2	24.1	24.35823097	0	16.3	59.3	79.3	66.5	17.56	2.87	0	0	0	0	12.1	15.6	0
Tst	140.2	91.7	11.4	9.46	5	5.27	2.59	3.61	0	1.86	39.2	45.9	0	50.8	24.3	8.17	76.1	34.6	7.97	7.11	6.32	7.238521881	0	6.02	32.8	12.53	117.6	0	0	0	0	0	0	4.86	11.6	7.71
Tsta3	24.5	21	3.3	0	3.22	2.87	0	0	0	0	3.66	0	0	14.8	0	0	3.81	0	19.1	0	7.98	8.102280324	0	0	0	1.92	0	0	0	0	0	0	0	0	0	0
Tstd1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.9	0	0	0.427799248	0	0	0	0	0	0	5.04	0	0	0	0	0	0	0
Tstd2	145.2	35	10.51	9.08	11.49	13.54	0	0	4.41	6.3	22.3	13.1	26.3	48.7	5.26	25	28.42	7.33	15.37	11.26	18.74	19.46416786	0	1.77	0	3.6	3.38	7.36	6.3	8.35	6.66	0	0	3.5	4.16	4.2
Tstd3	142.5	165.2	20.82	36.5	62.4	43.9	3.99	0	5.73	5.2	57.6	20.97	1.59	55.3	80.99	9.26	55.9	21.18	40.7	32.56	27.3	28.28317324	0	2.55	8.37	11	8.72	6.36	23.8	11.6	7.25	0	0	13.48	21.53	16.73
Ttbk1	727.2	624	0	0	0	0	0	141.84	0	0	21.29	0	0	0	0	0	193.84	73.48	73.48	45.9	44.18	44.56380392	0	20.5	12.4	0	12.9	0	0	0	0	0	0	39.4	0	0
Ttbk2	651.85	1161.94	64.12	83.44	48.9	81.27	12.85	34.79	12.95	32.68	305.39	158.12	19.83	168.4	174	49	137.31	66.74	77.64	51.9	51.25	51.97887367	23.9	26.9	34.72	14.44	52.91	44.9	46.84	33.33	55.44	0	0	31.73	73.45	76.59
Ttc1	47.9	84	9.02	11.87	12.12	10.36	2.45	0	3.29	0	27.7	44.6	32.7	78.2	51	7.38	32.98	8.53	2.73	9.55	10.42	10.90395111	19.9	2.55	5.29	4.92	3.26	1.69	1.78	2.77	1.98	0	0	1.59	5.31	6.26
Ttc12	0	0	0	0	12.9	0	2.1	0	3.21	0	0	0	0	25.4	0	0	0	0	40.9	0	20.33	20.47347607	0	0	9.74	0	0	0	0	0	0	0	0	0	0	0
Ttc13	24.5	6.65	2	0	2.79	0	0	0	0	0	0	0	0	0	0	0	2.33	0	40.9	0	2.08	2.494055903	0	9.89	5.86	8.67	3.54	5.96	0	0	0	0	0	0	0	0
Ttc14	626.8	376	44.57	35.46	102.42	36.8	6.89	3.84	11.76	7.11	18.24	16.71	118.6	65.34	26.3	103.5	95.67	32.16	64.4	49.92	63.74	63.87769834	7.21	4.04	10.3	9.48	9.57	13.69	18.31	42.22	29.3	0	0	40.6	76.4	74.7
Ttc16	10.5	28	23.1	10.5	0	0	6.65	0	10.7	0	0	0	0	8.88	0	0	5.66	12.2	163.5	56.36	10.4	11.1447983	0	9.34	28.5	25	29.01	2.87	16.28	0	0	0	0	21	22.1	7.08
Ttc17	0	14	0	0	6.43	9.37	2.69	0	2.68	3.27	0	0	0	16.9	0	0	0	0	0	0	0	0.913989047	0	0	2.03	2.46	2.08	4.12	6.27	4.08	6.48	0	0	0	0	0
Ttc19	142.25	389.2	14.48	38.16	11.2	6.79	0	7.42	0	5.89	23.14	97.9	43.5	73	46.9	33.8	71.1	35.22	33.01	17.4	20.55	21.12549938	0	44.3	33.1	23.8	32.5	11.03	13.81	24.9	14.62	0	0	12.5	9.44	4.65
Ttc21a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.9	0	0	0.373898996	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ttc21b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.3	0	0	0	0	0.97711186	0	1.96	4.53	1.86	5.66	2.31	1.62	0	0	0	0	0	0	0
Ttc22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92.7	29.4	36.8	37.20382576	0	68.7	103	0	16.6	0	0	0	0	0	0	0	0	0
Ttc23	47.29	222	27.48	40.69	51.21	37.5	5.51	1.87	2.52	8.1	49.74	90.2	12.3	144.31	150.1	6.53	205.7	37.37	85.2	28.8	45.43	45.48304433	3.98	0	0	0	5.07	38.88	47.11	69.79	82.48	0	8.4	49.37	24.91	42.98
Ttc24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68.2	0	0	0.297292603	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ttc25	0	0	0	0	0	0	7.97	0	0	6.2	0	0	0	0	0	0	0	10.2	121.3	26.92	29.59	30.58933882	0	22.9	31	7.55	43.85	22.6	26.1	0	16.4	0	0	3.52	10.4	0
Ttc26	36.2	36.4	7.41	8.27	20.4	11.7	0	2.76	0	7.66	0	0	3.93	25.4	0	0	24.6	24.69	19.09	12.2	19.39	19.46887801	0	0	0	0	0	12.6	11.3	0	0	0	0	4.73	4.91	0
Ttc27	0	0	1.71	0	0	7.32	0	1.98	0	3.29	6.98	0	0	0	0	0	18.2	0	0	0	0	0.322056489	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ttc28	363	1656.19	187.81	174.47	131.18	128.8	25.7	26.59	23.78	69.41	60.2	37.7	0	163.93	93.2	74	180.7	135.55	282.22	135.06	91.39	92.23777027	1.46	78.36	109.72	84.09	60.46	90.21	83.26	31.35	68.41	0	0	26.18	15.6	24.8
Ttc3	81.43	168.49	18.8	23.2	14.82	11.81	11.28	29.83	9.73	26.5	29.66	11.1	27.99	46.07	55.06	15.8	61.13	9.27	10.17	18.99	25.81	26.69500312	11.04	21.35	23.02	19.59	22.49	49.76	58.46	67.43	68	0	0	7.76	11.46	8.53
Ttc30a1	77	233.8	41.3	32.3	28.96	10.8	0	8.86	0	6.65	20.9	23	0	0	0	0	29.6	35.2	89.9	74.8	40.7	41.2839254	0	0	0	0	13.9	0	9.49	0	0	0	0	23.3	26.7	29.44
Ttc30a2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.30414534	0	0	4.72	0	12	0	0	0	0	0	0	0	0	0
Ttc30b	211.2	330.8	40	49.62	56.03	39.53	0	22.66	0	17.95	0	0	0	0	0	0	74.95	89.35	71.74	34.23	25.92	26.67779798	0	10.1	26.86	11.66	34.16	11.77	12.43	18.28	5.12	0	0	21	36.84	43.4
Ttc32	0	8.4	10.85	0	0	0	0	0	0	0	9.16	0	0	88.8	0	0	0	11.2	0	15.4	9.69	9.767459473	0	4.42	9.36	10.3	7.95	0	0	0	8.2	0	0	0	0	0
Ttc33	335	340	15.84	16.2	13.21	11.88	6.36	1.96	4.26	7.09	70.7	6.29	0	110.46	6.31	8.35	72	18.88	23.36	23.83	21.1	21.3523597	18.5	2.81	7.3	3.26	4.01	4.41	5.44	10.02	11.95	0	0	9.03	9.13	5.46
Ttc34	15.2	11.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.4	103.7	40.3	60.91	61.06441805	0	0	0	0	0	0	0	0	0	0	0	21.9	0	0
Ttc36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28.6	0	11	11.07452328	0	0	23.9	18.5	17.6	15.9	11.3	0	0	0	0	0	0	0
Ttc37	0	0	0	10.5	0	0	0	0	0	1.86	0	0	0	0	0	0	0	0	0	0	2.1	2.853391808	0	0	0	0	0	0	4.21	9.74	0	0	0	0	0	0
Ttc38	56.1	47.6	0	0	0	0	0	0	0	0	0	0	2.35	25.4	0	0	21.4	27.46	111.8	53.14	13.27	13.33576669	0	0	5.08	0	9.79	0	0	0	0	0	0	3.22	0	0
Ttc39a	0	0	9.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.03	15.4	4.76	5.381464528	0	0	0	0	0	0	25.5	0	0	0	0	0	0	0
Ttc39aos1	15.2	18.2	0	0	0	0	0	1.94	0	0	0	0	0	0	0	0	0	5.77	16.4	18.56	27.48	27.66708166	0	0	0	0	0	0	8.89	0	0	0	0	3.93	0	0
Ttc39b	99.85	56	9.41	11.7	7.62	24.8	7.67	0	2.07	5.73	16.76	67.3	13.6	13.58	27	54.47	63.96	14.7	15.85	19.09	27.57	27.68600746	5.9	18.95	10.3	7.21	9.98	15.79	0	11.76	52.95	0	4.3	3.36	4.95	5.29
Ttc39c	29.2	47.6	0	4.66	0	0	0	125.7	0	1.78	0	0	0	0	0	0	10.7	0	0	0	4.74	5.458823054	0	6.87	16.8	5.63	23.47	12.48	7.82	4.31	5.31	0	0	0	0	0
Ttc4	529.9	91.26	21.14	20.4	21.27	35.5	5.05	21.32	6.66	22.36	87	26.8	32.85	112	17.3	54.98	86.5	57.61	73.1	33.1	32.57	32.5824049	0	24.51	39.17	35.12	11.26	10.16	6.32	8.34	5.4	0	0	27.1	17.5	18.22
Ttc41	16.3	22.4	20.4	5.64	0	0	8.4	11.54	0	18.89	0	0	0	0	0	0	39.04	0	80.4	17.28	56.6	56.82860547	0	0	29.22	28.84	67.54	10.9	46.64	63.4	255.8	0	0	18.02	0	0
Ttc5	114.1	241.5	7.18	10.9	8.58	4.25	3.11	0	1.97	3.79	23	7.65	11.35	38.24	26.7	24.5	59.2	9.68	21.8	27.56	21.18	22.15860664	0	2.41	6.29	2.8	2.6	0	2.66	1.8	0	0	0	8.6	11	12.9
Ttc7	39.7	0	21.56	7.14	18.26	26.63	12.62	2.77	0	5.13	0	0	0	31.7	0	0	37.74	9.17	96.41	8.96	11.1	12.01173784	0	45.73	50.87	22.58	55.4	45.67	37.51	3.39	0	0	0	0	0	0
Ttc7b	17.7	96.5	7.46	10.5	13.9	9.96	1.82	5.17	3.44	2.11	8.51	13.1	0	6.34	10.1	0	18.2	3.78	8.29	10.2	9.91	10.37031895	0	36.13	30.17	15.27	32.87	10.77	10.84	0	4.68	0	0	2.71	3.1	2.78
Ttc8	0	14.7	7.87	0	13.2	4.49	0	7.41	0	0	0	0	0	50.8	0	0	10.1	7.13	0	3.95	4.79	4.849756742	0	0	0	0	1.76	0	0	0	0	0	0	4.83	5.2	18.6
Ttc9	271	676.6	10.5	30.8	11.5	41	9.24	962	7.84	8.59	337.8	161.4	64.5	230.2	124.1	7.62	10.7	59.8	98.2	52.1	53.7	53.76635083	0	0	0	0	0	0	0	0	0	0	0	94.9	57.5	19.72
