	batch1_group1	batch1_group2	batch1_group3	batch2_group1	batch2_group2	batch2_group3	batch3_group1	batch3_group2	batch3_group3
DLX2	3.49	0	0	0	0	0	3.12	0	0
DLX3	0	0	0	0	0	0	11.6	0	0
DLX4	54.2	73.9	13.98	101.2	35.4	33.3	44.4	0	0
DLX5	0	0	0	0	0	0	0	0	0
DLX6	18.34	19.45	0	0	0	0	0	0	0
DLX6-AS1	13	6.46	0	0	0	6.29	0	0	0
DMAP1	3.01	0	12.5	0	27.25	0	3.24	0	0
DMBT1P1	0	0	0	0	0	4.53	0	0	0
DMBX1	0	0	12.9	0	0	0	0	0	0
DMC1	2.22	0	0	0	0	8.21	0	0	0
DMD	0	0	0	0	0	0	0	0	0
DMKN	0	0	0	0	0	0	6.8	0	0
DMPK	0	0	6.47	0	60.99	0	11.69	0	0
DMRT3	0	0	0	0	0	0	0	0	0
DMRTA1	0	0	0	0	0	0	0	0	0
DMRTA2	0	0	0	0	0	0	0	0	0
DMTF1	9.78	5.88	0	0	0	0	5.36	0	0
DMTN	0	0	0	0	0	0	0	0	0
DMWD	17.62	13.16	31.33	23.36	78.9	3.74	28.52	60.6	0
DMXL1	33.49	33.54	9.89	56.2	12.9	11.7	71.22	0	0
DMXL2	26.75	32.97	8.29	43.8	0	0	12.4	0	0
DNAAF1	0	0	0	0	0	0	0	0	0
DNAAF2	19.46	19.9	69.72	42.7	91.9	17.3	87.36	74.3	0
DNAAF3	0	0	0	0	0	0	0	0	0
DNAAF5	6.33	3.5	0	9.51	99.09	3.2	13.8	10.8	0
DNAH1	0	0	0	0	0	0	0	0	0
DNAH10	0	0	0	0	0	0	0	0	0
DNAH11	3.18	0	0	0	0	0	0	0	0
DNAH14	10.03	1.41	0	0	0	0	0	0	0
DNAH17	0	0	0	86.83	121.97	15.87	29.15	0	0
DNAH17-AS1	0	0	0	129.3	232.8	83.51	57.15	29.9	0
DNAH2	0	0	0	0	0	0	10.7	0	0
DNAH3	0	0	0	0	0	0	0	0	0
DNAH6	6	0	0	0	0	0	0	0	0
DNAJA1	4.15	3.59	7.74	22.8	43.06	4.21	6.01	38.2	0
DNAJA2	5.19	3.85	0	0	1.88	0	4.18	0	0
DNAJA3	5.21	4.38	17.4	0	43.89	0	17.43	22.8	0
DNAJA4	0	0	0	0	19.92	0	3.19	0	0
DNAJB1	26.73	18.16	22.8	56.4	67.1	5.97	43.13	63.29	0
DNAJB11	4.22	6.69	0	9.85	62.7	0	5.59	0	0
DNAJB12	15.56	10.11	5.89	0	35.4	0	14.58	12.2	0
DNAJB13	0	0	0	0	0	4.32	0	0	0
DNAJB14	6.05	3.38	0	0	0	0	0	0	0
DNAJB2	0	0	0	0	0	0	4.94	0	0
DNAJB4	15.4	15.8	8.06	45.2	0	12.5	53.3	0	0
DNAJB5	0	0	0	0	0	0	0	0	0
DNAJB6	10.74	5.93	6.93	5.92	32.5	17.3	12.55	0	0
DNAJB7	0	0	0	0	0	0	0	0	0
DNAJB9	15	18.9	16.8	36.7	0	14.3	48.5	12.5	0
DNAJC1	4.05	3.18	3.35	0	0	0	0	0	0
DNAJC10	10.02	8.61	0	25.9	17.7	11.7	11.05	8.4	0
DNAJC11	14.18	9.1	10.05	4.5	104.9	7.92	31.35	22.46	0
DNAJC12	2.88	3.47	0	0	0	0	0	0	0
DNAJC13	0	0	0	0	0	0	0	0	0
DNAJC14	30	24.68	69.9	174.6	173.2	36.77	63.5	97.6	0
DNAJC15	0	0	0	0	0	0	0	0	0
DNAJC16	19.71	18.37	11.6	65.9	20.4	15.55	47.5	12.1	0
DNAJC17	0	0	0	0	0	0	4.39	0	0
DNAJC18	5.95	4.1	0	0	0	0	0	0	0
DNAJC19	0	0	0	0	0	0	9.07	0	0
DNAJC2	7.1	5.97	0	0	19.1	4.86	13.3	0	0
DNAJC21	25.21	28.95	33.8	17.67	0	2.25	31.3	0	0
DNAJC22	22.26	12.97	54.13	0	0	0	7.56	0	0
DNAJC24	5.66	4.98	0	0	0	9.72	5.1	0	0
DNAJC25	19.78	19.7	20	0	26.5	0	17.95	0	0
DNAJC27	9.58	4.1	0	0	0	0	0	0	0
DNAJC27-AS1	0	0	0	0	0	11.77	0	0	0
DNAJC28	45.6	43.6	0	0	0	0	0	0	0
DNAJC3	11.74	7.6	0	22.3	5.79	15.26	48.87	16.3	0
DNAJC30	10.15	6.88	22.03	18.66	27.58	0	14.84	0	0
DNAJC3-AS1	38.18	13.4	32.9	0	0	0	9.63	0	0
DNAJC4	0	0	0	0	0	0	0	0	0
DNAJC5	10.24	6.43	6.22	30.4	47.15	12.1	14.2	23.9	0
DNAJC6	6.11	2.77	9.32	0	0	0	0	0	3.11
DNAJC7	2.14	1.59	0	0	56.53	3.2	2.66	0	0
DNAJC8	4.31	4.04	0	0	0	2.96	14.3	0	0
DNAJC9	22.72	22.01	6.61	17	47	0	18.05	0	0
DNAJC9-AS1	18.42	12.58	33.1	0	0	6.05	9.7	0	0
DNAL1	3.75	2.45	0	0	0	31.6	0	0	0
DNAL4	0	0	0	0	0	0	0	0	0
DNALI1	0	0	0	0	0	0	0	0	0
DNASE1	32	9.6	22.6	0	0	4.1	9.35	0	0
DNASE1L1	0	0	6.69	0	10.2	0	3.93	0	0
DNASE1L2	0	0	42.7	0	23.15	0	15.36	0	0
DNASE2	15.29	9.91	7.93	0	18.37	0	23.73	9.52	0
DND1	24.08	8.3	51.4	0	0	0	6.56	0	0
DNHD1	21.4	16.72	25.88	63.23	41.55	0	96.06	0	0
DNLZ	0	0	0	0	0	0	12.5	0	0
DNM1	0	0	0	0	0	0	0	0	4.23
DNM1L	1.44	1.54	0	0	18.4	6.05	6.72	0	0
DNM1P35	0	0	29.9	0	0	0	0	0	0
DNM1P41	1.92	0	0	0	0	20.06	0	0	0
DNM1P46	11.7	0	13.2	0	0	0	0	0	0
DNM2	0	0	0	0	66.58	0	3.97	0	0
DNM3	0	0	0	0	0	0	0	0	0
DNM3OS	0	0	0	0	0	0	0	0	0
DNMBP	68.44	42.66	36.05	90.1	70.49	23.01	33.72	19.2	0
DNMBP-AS1	10.9	5.69	0	10.2	8.85	5.1	2.64	0	0
DNMT1	3.52	3.16	5.99	0	121.58	0	11.1	0	0
DNMT3A	15.5	10.5	2.8	0	0	0	2.92	0	0
DNMT3B	0	0	0	0	0	0	0	0	0
DNPEP	4.07	8.68	0	0	0	0	9.35	0	0
DNPH1	0	0	0	0	25.9	0	0	0	0
DNTT	0	0	0	0	0	0	0	0	0
DNTTIP1	3.54	0	0	0	0	0	0	0	0
DNTTIP2	21.1	13.26	0	22.46	14.3	5.9	13.66	32.8	0
DOC2A	0	0	0	0	0	0	0	0	0
DOCK1	0	0	0	0	0	0	0	0	0
DOCK11	2.04	0	0	0	0	0	0	0	0
DOCK2	0	0	0	0	0	0	0	0	0
DOCK3	10.6	15.2	86.3	0	0	0	0	0	6.45
DOCK4	9.3	4.19	8.09	0	0	0	8.5	0	0
DOCK5	46.75	22.77	0	80.4	70.86	22.3	67.2	66.6	0
DOCK6	0	0	0	0	0	0	0	0	0
DOCK7	0	0	0	0	0	0	0	0	0
DOCK8	16.9	11.6	0	0	0	0	0	0	0
DOCK9	4.37	3.53	0	0	0	0	0	0	0
DOHH	3.08	3.58	0	0	31.3	0	4.93	26.8	0
DOK1	10.4	9.59	44.6	0	0	0	17.48	0	0
DOK2	0	0	0	0	0	0	0	0	0
DOK3	0	12.9	58.9	0	30.6	0	6.77	0	0
DOK4	20.6	5.59	12.8	24	95.3	30.7	7.64	24.8	0
DOK6	0	0	0	0	0	0	0	0	0
DOK7	20.8	0	0	39.7	72.2	88.1	168.48	30.8	0
DOLK	34.55	34.09	49.4	162.9	77.65	35	54.47	59.3	0
DOLPP1	8.47	4.51	18.9	0	12.9	0	9.87	26.6	0
DONSON	3.37	3.49	0	13.3	0	0	39.07	0	0
DOPEY1	51.49	44.41	31	9.85	0	0	22.34	0	8.99
DOPEY2	58.4	26.86	109.5	0	0	18.6	19.96	0	0
DOT1L	18.5	21.62	452.5	58.1	179.4	0	45.77	43.3	0
DPAGT1	13.3	3.94	3.02	10.2	9.53	0	5.67	0	0
DPCD	9.53	3.77	2.7	0	6.13	0	12.09	0	0
DPEP1	0	0	0	0	0	0	0	0	0
DPEP2	0	0	0	0	0	0	0	0	0
DPF1	6	5.57	9.32	0	0	0	0	0	0
DPF2	0	0	0	0	4.31	0	0	0	0
DPF3	16.68	4.6	16.2	0	0	0	0	0	0
DPH1	41.6	52.6	81.6	72.8	213.1	16.64	54.96	193.2	0
DPH2	14.15	10.57	4.25	11.6	37.05	0	20.81	10.6	0
DPH3	10.84	11.18	2.09	0	0	0	25.8	0	0
DPH3P1	9.33	14.9	0	0	0	4.17	4.75	0	0
DPH5	8.13	9.2	3.33	25.1	0	3.89	7.27	0	0
DPH6	0	0	0	0	0	0	0	0	0
DPH6-AS1	0	0	0	0	0	0	0	0	0
DPH7	14.55	19.26	14.78	82.8	70.2	23.4	52.8	25.7	0
DPM1	1.47	0	0	0	14.3	0	5.32	0	0
DPM2	10.8	12.3	59.65	19	76.3	0	28.28	60.1	0
DPM3	2.99	2.6	0	0	0	0	11.3	0	0
DPP10	0	0	0	0	0	0	0	0	0
DPP3	0	0	0	9.85	0	0	3.64	0	0
DPP4	0	0	0	0	0	0	0	0	0
DPP6	0	0	0	0	0	0	0	0	4.07
DPP7	0	0	0	0	32.67	0	1.71	0	0
DPP8	6.94	5.05	0	21.4	9.53	0	2.31	0	0
DPP9	0	0	0	0	33.01	6.22	0	0	0
DPP9-AS1	0	0	0	0	0	0	0	0	0
DPPA3	9.64	5.57	8.09	0	0	0	0	0	0
DPPA4	0	0	0	0	0	3.15	0	0	0
DPY19L1	3.01	2.46	0	0	0	0	0	0	0
DPY19L1P1	0	0	0	0	0	2.47	0	0	0
DPY19L2	0	0	0	0	0	0	0	0	0
DPY19L2P2	0	0	0	0	0	8.64	0	0	0
DPY19L2P3	0	0	0	0	0	0	0	0	0
DPY19L3	9.31	7.72	0	0	0	0	9.35	0	0
DPY19L4	11.89	6.79	22.1	13.3	0	9.93	13.39	0	0
DPY30	5.36	5.21	0	0	26.5	0	10.37	0	0
DPYSL2	0	0	0	0	23.04	0	0	0	0
DPYSL3	0	0	0	0	0	0	0	0	0
DPYSL4	4.95	2.97	0	0	0	0	0	0	0
DPYSL5	0	0	0	0	0	14.3	0	0	0
DQX1	0	0	0	0	0	0	0	0	0
DR1	6.74	5.52	6.58	3.28	31.3	0	14.55	22	0
DRAIC	0	0	0	0	0	0	0	0	0
DRAM1	16.2	0	0	9.85	0	22.3	32.77	33.2	0
DRAM2	2.25	0	0	0	0	0	0	0	0
DRAP1	0	0	2.47	0	30.6	0	4.56	0	0
DRAXIN	0	0	0	0	0	0	0	0	0
DRC1	0	0	0	0	0	0	0	0	0
DRC3	14.7	0	0	0	0	0	0	0	0
DRC7	0	0	0	0	0	0	0	0	0
DRD1	0	0	0	0	0	0	0	0	0
DRD2	0	0	0	0	0	0	0	0	0
DRD4	0	0	0	0	0	0	0	0	0
DRD5	0	0	0	0	0	0	0	0	0
DRG1	3.04	4.56	4.09	0	6.23	0	36.2	0	0
DRG2	0	0	0	0	7.49	0	7.51	0	0
DROSHA	8.57	5.67	0	7.36	23.1	0	0	0	12.4
DSC1	0	0	0	0	0	4.89	0	0	0
DSC2	18.1	9.46	0	0	0	0	0	0	0
DSC3	10.8	9.14	0	0	0	0	0	0	0
DSCAM	0	0	0	0	0	0	0	0	0
DSCAM-AS1	0	0	0	0	0	22.5	0	0	0
DSCC1	0	0	0	0	0	0	0	0	0
DSCR3	14.58	8.58	17.1	0	0	7.91	7.74	0	0
DSE	52.84	35.56	151.63	28.9	30.6	12.5	58.89	93.4	0
DSEL	0	0	0	317.4	142.96	56.1	131.66	68.3	0
DSG2	6.14	5.96	3.84	0	7.49	26.89	13.03	0	0
DSG2-AS1	7.27	8.15	4.17	0	0	0	3.49	0	0
DSG3	0	0	0	0	0	12.5	0	0	0
DSN1	22.64	17.32	26.9	5.1	8.85	0	19.77	13	0
DSP	16.08	32.82	72.81	40.11	167.53	23.3	30.24	29.67	0
DST	103.72	51.42	76.93	175.1	115.05	75.33	43.73	168.42	3.69
DSTN	0	0	0	11.6	18.4	0	3.4	0	0
DSTNP2	22.16	4.75	0	7.64	15.3	12.5	40	13.3	0
DSTYK	56.7	53.8	80.87	158.7	175.4	60.78	124.73	63.2	30.4
DTD1	2.08	1.66	0	0	14.3	0	8.5	0	0
DTD2	12	12.4	0	6.57	0	6.82	6.8	0	0
DTL	7.97	8.06	3.19	21.3	12.9	6.91	17.25	14.5	0
DTNA	13.94	3.17	0	0	0	0	0	0	0
DTNB	0	0	0	0	0	0	0	0	0
DTNBP1	3.93	3.16	4.57	0	10.2	0	6.72	0	0
DTWD1	4	2.98	0	0	0	0	0	0	0
DTWD2	0	0	0	0	0	9.93	0	0	0
DTX1	0	0	0	0	0	0	0	0	0
DTX2	14.1	6.23	12.9	31	80.3	8.57	37.9	37.8	0
DTX2P1-UPK3BP1-PMS2P11	0	0	0	0	28.6	0	7.15	0	0
DTX3	0	0	0	0	0	0	11.1	0	0
DTX3L	28.19	26.38	51.8	22.4	0	54.15	43.91	49.5	0
DTX4	0	0	0	13.6	23.47	21.57	60.19	30.4	0
DTYMK	4.31	0	0	0	34.01	0	49.7	0	0
DUBR	40.76	27.28	0	0	0	0	58.1	0	0
DUOXA1	0	0	0	0	0	0	0	0	0
DUS1L	8.96	6.56	7.08	4.86	92.6	4.64	8.55	44.1	0
DUS2	2.74	0	0	9.17	8.85	0	15.54	14.7	0
DUS3L	5.18	2.75	2.56	0	41.5	0	7.35	0	0
DUS4L	5.27	4.19	4.33	0	0	0	9.05	0	0
DUSP1	23	26.55	154.9	97	708.4	10.9	55.5	59.6	0
DUSP10	21.56	0	0	0	0	0	4.34	0	0
DUSP11	6	4.19	0	9.17	0	0	31.5	0	0
DUSP12	3.8	2.38	0	0	14.3	0	2.31	0	0
DUSP14	15.56	10.57	10.41	15.45	94.6	33.6	41.1	43.7	0
DUSP15	0	0	0	0	0	0	0	0	0
DUSP16	30.1	23.62	153.44	64	83.8	33.23	23.21	95.7	0
DUSP18	92.9	23.73	107.67	0	0	0	39.24	0	0
DUSP19	8.55	3.21	0	0	0	13.39	0	0	0
DUSP2	0	0	0	0	0	0	3.43	0	0
DUSP22	3.32	2.63	10	0	0	0	0	0	0
DUSP23	0	0	0	0	0	0	0	0	0
DUSP27	0	0	0	0	0	0	0	0	0
DUSP28	0	0	0	0	0	0	0	0	0
DUSP3	20.47	14.81	7.53	31.9	99.45	3.99	27.27	55.8	0
DUSP4	5.47	0	0	0	8.85	14.3	21.59	20.2	0
DUSP5	35.92	33.4	0	27.5	15.7	63.5	55.1	0	6.22
DUSP5P1	35.01	0	0	9.51	8.17	0	32.62	0	0
DUSP6	0	0	0	0	0	0	30.7	0	0
DUSP7	21.48	15.43	10.86	0	26.53	0	31.81	0	10
DUSP8	0	0	0	0	18.4	0	35.75	13.6	0
DUSP9	0	0	0	0	0	0	0	0	0
DUT	0	0	0	0	40.2	0	7.07	0	0
DUXA	18	5.94	0	0	0	9.5	0	0	0
DUXAP8	8.34	0	0	0	0	0	0	0	0
DVL1	2.89	2.61	7.73	0	78.71	0	5.06	25.9	0
DVL2	0	0	0	0	0	0	0	0	0
DVL3	0	0	0	0	50.39	0	2.87	0	0
DXO	1.82	0	0	0	10.2	0	2.3	0	0
DYDC2	0	0	0	0	0	9.5	0	0	0
DYM	0	0	0	0	0	0	0	0	0
DYNC1H1	13.87	15.82	89.97	72.39	303.26	14.33	50.16	47.51	0
DYNC1I2	1.59	1.78	0	0	0	0	0	0	0
DYNC1LI1	0	0	0	0	8.17	0	5.18	0	0
DYNC1LI2	5.13	4.06	0	0	35.35	0	7.02	0	0
DYNC2H1	3.63	2.68	0	0	0	0	0	0	0
DYNC2LI1	2.93	0	0	0	0	0	0	0	0
DYNLL1	9.39	6.27	2.93	15.2	50.2	4.47	24.1	10.8	2.89
DYNLL2	7.81	6.69	17.4	7.02	28.83	0	21.7	19.6	0
DYNLRB1	6.75	4.84	2.65	0	28.62	0	5.31	0	0
DYNLT1	3.53	2.84	0	0	0	0	16.63	0	0
DYNLT3	0	0	0	0	0	0	10.5	0	0
DYRK1A	39.89	44.67	50.83	184.8	192	64.59	49.8	132.1	22.4
DYRK1B	13.6	9.35	0	0	0	0	13.2	0	0
DYRK2	58.8	68.99	112.2	165.62	162.4	63.96	146.14	237.2	0
DYRK3	16.5	13.9	15.67	48.55	21.8	15.1	27.17	28.5	0
DYRK4	0	0	0	0	0	0	4.68	0	0
DYSF	0	0	0	0	0	0	0	0	0
DYX1C1	0	0	0	0	0	4.17	0	0	0
DYX1C1-CCPG1	13.5	5.75	0	0	0	0	0	0	0
DZANK1	9.9	4.6	15.2	0	0	3.28	0	0	0
DZIP1	8.17	12.56	15.9	0	0	5.61	0	0	0
DZIP1L	6.74	0	0	0	4.09	0	14.8	0	0
DZIP3	11.75	12.09	0	0	0	15.7	13.6	0	0
E2F1	7.69	3.97	27.9	15.3	38.15	0	19.33	18.5	0
E2F2	9.43	10.7	23.5	42.1	64	13.28	33.56	37.3	0
E2F3	29.8	26.02	94.9	241	46	35.4	122	35	0
E2F4	3.05	3.39	10.5	0	34	0	13.2	19.6	0
E2F5	0	0	0	0	0	0	0	0	0
E2F6	12.6	11.1	0	0	0	0	15.2	0	0
E2F7	14.96	10.4	0	0	0	0	11.93	0	0
E2F8	14.65	7.83	8.95	0	0	0	0	0	0
E4F1	16.5	9.62	34.7	0	88.47	2.81	31.6	43	0
EAF1	9.69	10.72	15.2	0	0	3.46	8.71	0	0
EAPP	3.5	3.16	0	13.6	13.6	0	10.9	0	0
EARS2	26.04	21.06	40.7	126	49	31.5	50.17	89	0
EBAG9	19.8	11.7	2.6	39.1	0	11.7	25.3	0	0
EBF1	0	0	0	0	0	0	0	0	0
EBF2	20.3	7.57	0	0	0	0	0	0	0
EBF3	16.9	6.68	0	0	0	0	0	0	0
EBF4	14.16	0	0	0	0	0	0	0	0
EBI3	0	0	0	0	0	0	0	0	0
EBLN2	3.88	2.06	0	0	0	0	0	0	0
EBLN3P	16.8	18.3	4.48	109	9.53	36.7	77.85	40.2	0
EBNA1BP2	0	0	0	2.59	49.8	11.7	6.41	0	0
EBP	8.85	5.8	5.76	5.37	30.67	0	13.7	0	0
EBPL	0	0	0	0	0	0	0	0	0
ECD	8.54	0	3.92	0	0	0	4.39	0	0
ECE1	16.77	20.9	110.51	23.1	163.09	19.94	30.49	77.1	0
ECE2	2.79	0	0	0	19.54	0	4.21	0	0
ECEL1	0	0	0	0	0	0	0	0	0
ECEL1P2	0	0	0	0	0	0	0	0	0
ECH1	0	0	0	0	17.7	0	5.11	0	0
ECHDC1	6.02	7.42	0	0	0	0	0	0	0
ECHDC2	0	0	0	0	0	0	0	0	0
ECHDC3	0	0	0	0	0	0	3.16	0	0
ECHS1	0	0	0	0	34.7	0	53.75	0	0
ECI1	0	0	0	0	24.47	0	4.91	0	0
ECI2	6.12	3.56	0	0	0	0	5.6	0	0
ECM1	0	0	0	0	0	0	0	0	0
ECSIT	3.85	0	2	0	10.9	0	4.72	0	0
ECT2	4.32	0	0	0	0	4.21	5.61	0	0
EDA	9.35	9.85	19.8	0	0	0	0	0	0
EDA2R	9.79	5.19	0	0	0	0	0	0	0
EDAR	0	0	0	0	0	0	0	0	0
EDARADD	29.9	34	105.6	0	0	0	0	0	0
EDC3	9.19	7.44	6.12	13.9	19.75	0	7.03	0	0
EDC4	0	0	0	0	8.85	0	0	0	0
EDEM1	4.05	0	0	0	0	0	25.27	0	0
EDEM2	6.78	7.2	6.5	0	11.6	0	11.1	0	0
EDEM3	17	15.6	17.7	42.5	4.77	17.7	20.08	7.56	0
EDF1	3.18	3.07	10.7	4.3	79.7	0	2.63	13.1	0
EDIL3	0	0	0	0	0	0	0	0	0
EDN1	0	0	0	21.4	19.7	0	7.13	18.4	0
EDN2	0	0	0	0	0	0	0	0	0
EDNRA	30.5	19.55	0	0	0	0	44.89	0	0
EDNRB	5.73	0	0	0	0	0	0	0	0
EDRF1	2.03	0	0	0	0	0	8.08	0	0
EEA1	18.07	11.54	0	0	0	0	0	0	0
EED	7.44	11	72.6	16.6	53.1	12.5	8.2	38.3	0
EEF1A1	2.32	2.42	0	11.46	5.06	6.99	3.23	0	0
EEF1A2	1.74	0	2.75	0	24.47	0	0	0	0
EEF1AKMT1	6.27	5.76	3.98	0	0	0	7.46	0	0
EEF1B2	0	0	0	3.51	11.1	4.52	0	0	0
EEF1D	20.67	31.56	231.9	75.79	673.3	33.74	68.89	138.9	0
EEF1DP3	0	0	0	0	0	5.61	0	0	0
EEF1E1	1.71	0	0	0	0	0	0	0	0
EEF1E1-BLOC1S5	0	0	0	0	0	0	5.22	0	0
EEF1G	0	0	0	3.28	25.8	0	8.84	0	0
EEF2	4.42	2.9	4.58	21.62	263	6.8	5.38	37.6	2.73
EEF2K	11.97	9.21	11.3	0	17.7	36.12	3.46	0	0
EEF2KMT	17.78	12.8	4.58	0	21.1	0	15.99	0	0
EEFSEC	9.32	11.7	3.2	24.1	18.4	10.8	10.8	6.39	0
EEPD1	31.16	54.67	571	11.6	18.4	0	21.62	0	0
EFCAB10	0	0	0	0	0	0	0	0	0
EFCAB11	0	0	0	0	0	0	0	0	0
EFCAB12	0	0	0	0	0	0	0	0	0
EFCAB14	10.77	5.27	5.1	10.9	15.7	0	6.05	11.4	0
EFCAB2	10.2	0	0	0	0	12.1	0	0	0
EFCAB3	8.99	5.5	0	0	0	0	0	0	0
EFCAB5	0	0	0	0	0	0	0	0	0
EFCAB7	2.63	0	0	0	0	0	0	0	0
EFCC1	0	0	0	0	0	0	0	0	0
EFEMP1	0	0	0	0	32.7	0	14.25	7.22	0
EFEMP2	0	0	0	0	0	0	0	0	0
EFHC1	29.45	4.24	0	0	0	3.97	0	0	0
EFHD1	0	0	0	0	0	0	0	0	0
EFHD2	0	0	0	0	38.07	0	0	0	0
EFL1	20.69	15.47	41	30.2	10.9	0	21.94	28.1	0
EFNA1	8.35	3.81	7.14	0	18.43	0	11.94	0	0
EFNA2	0	0	9.32	0	0	0	0	0	0
EFNA3	0	0	0	0	0	0	0	0	0
EFNA4	5.07	15.1	79.1	11.2	22.5	0	32.7	0	0
EFNA5	9.86	11.1	19.2	0	0	0	24.47	0	0
EFNB1	10.11	9.46	21.1	0	0	0	13.25	0	0
EFNB2	42.69	41.96	171.91	31.3	59.2	13	143.45	33.5	20.1
EFNB3	14.6	13.8	51.8	0	0	0	0	0	0
EFR3B	8.34	9.35	13.7	0	0	12.1	0	0	0
EFS	0	0	0	0	0	0	0	0	0
EFTUD1P1	0	0	0	0	0	0	0	0	0
EFTUD2	5.19	2.9	0	7.07	53.4	16	7.39	6.52	0
EGF	0	0	0	0	0	0	0	0	0
EGFEM1P	0	0	0	0	0	0	0	0	0
EGFL7	0	0	0	0	0	0	0	0	0
EGFLAM	8.86	0	0	0	0	0	0	0	0
EGFR	32.8	45.8	3.31	116.1	404.91	43.6	64.7	31.1	0
EGFR-AS1	0	0	0	0	26.6	0	0	0	0
EGLN1	16.2	14.49	68.9	47.1	86.25	17.3	14.03	24.9	0
EGLN2	0	0	2.76	0	0	0	8.36	0	0
EGLN3	18.13	11.86	26.1	101.2	96	13.8	34.1	11.2	0
EGR1	11.7	0	53.5	30.6	17	28.09	22.89	46.8	0
EGR2	0	0	0	0	0	0	5.67	0	0
EGR3	0	0	0	0	0	0	0	0	0
EHBP1	24.97	23.23	11.3	44.2	13.6	0	26.7	23.5	0
EHBP1L1	0	0	0	0	81.65	0	3.47	0	0
EHD1	21.2	26.4	109	22.24	38.85	0	36.39	73.1	0
EHD2	0	12	32.9	47.74	326.3	7.09	45.83	76.9	0
EHD3	11.18	4.35	0	0	0	0	0	0	0
EHD4	15.85	16.2	58.24	33.3	61.3	6.69	73.82	17.2	0
EHF	0	0	0	16.6	0	0	14.72	0	0
EHHADH	8.77	8.65	22	0	0	0	0	0	0
EHMT1	14.83	15.43	49.6	30.2	253.33	9.39	20.04	48.3	0
EHMT2	2.05	0	0	0	43.67	0	0	0	0
EI24	1.43	1.63	0	6.68	0	0	10.52	15.4	0
EID1	22.35	14.9	10.2	64.6	24.5	8.64	41.62	18.1	9.68
EID2	14.3	13.4	8.23	31.6	17.7	0	18.84	19.2	0
EID2B	28.18	11.78	4.2	12.2	15	0	23.39	0	0
EID3	19.8	13.43	0	34	11.6	17.49	8.89	15.7	0
EIF1	0	0	0	0	32.03	0	0	0	0
EIF1AD	10.05	9.84	97.33	12.9	7.49	6.87	23.61	27.2	0
EIF1AX	2.03	0	0	3.08	17.9	3.89	4.84	0	0
EIF1AY	0	0	0	0	0	0	0	0	0
EIF1B	0	0	0	0	0	0	0	0	0
EIF2A	8.53	6.86	2.48	15.5	0	8.21	8.26	26.5	0
EIF2AK1	31.15	13.27	17.1	12.2	57.24	0	21.51	19.2	0
EIF2AK2	0	0	0	0	8.85	6.05	0	0	0
EIF2AK3	16.08	9.58	7.08	23.46	0	21.6	22.44	5.67	0
EIF2AK4	7.97	2.72	21.61	11.9	81.48	5.7	13.14	48.6	0
EIF2B1	8.74	5.33	3.21	33.9	114.64	16.8	16.05	16.3	0
EIF2B2	1.54	0	0	0	5.79	0	2.67	0	0
EIF2B3	9.12	2.32	0	0	0	0	11.3	0	0
EIF2B4	0	0	0	0	0	0	0	0	0
EIF2B5	1.88	1.63	0	0	16.68	0	3.12	0	0
EIF2D	0	0	0	0	0	0	0	0	0
EIF2S1	2.01	1.73	0	2.94	10.2	0	3.12	0	0
EIF2S2	6.42	4.13	4.65	13.4	17.7	12.88	18.53	15.3	0
EIF2S3	1.84	0	0	3.7	8.32	14.52	3.11	0	0
EIF3A	24.62	29.65	36.66	74.26	163.6	21.34	25.58	41.9	0
EIF3B	1.93	1.7	0	28.4	169.07	0	10.09	19.6	0
EIF3CL	0	0	0	0	0	0	0	0	0
EIF3D	0	0	0	0	24.12	0	7.01	0	0
EIF3E	0	3.24	0	0	0	0	2.83	0	0
EIF3F	0	0	0	0	6.58	0	0	0	0
EIF3G	0	0	0	0	36.11	0	0	0	0
EIF3H	3.65	3.85	0	0	29.33	0	3.02	0	0
EIF3I	3.39	6.37	5.81	0	11.6	4.62	4.79	0	0
EIF3J	12.97	8.86	4.28	5.16	34.7	6.98	9.71	0	0
EIF3J-AS1	13.7	25.27	0	14.9	8.85	0	11.09	0	0
EIF3K	0	0	0	0	36.8	0	2.65	0	0
EIF3L	4.88	3.07	0	0	4.94	0	1.89	3.67	0
EIF3M	0	0	0	0	0	2.52	7.75	0	0
EIF4A2	1.61	0	0	0	3.54	0	2.34	0	0
EIF4A3	0	0	0	8.83	41.2	0	11.1	27.3	0
EIF4B	2.25	1.66	0	18.36	32.04	0	0	0	0
EIF4E	7.23	5.79	0	6.57	0	9.93	11.56	0	0
EIF4E2	11.1	7.19	0	21.4	8.51	0	25.9	18.4	0
EIF4E3	4.87	0	0	0	0	0	0	0	0
EIF4EBP1	2.56	2.21	5.3	22.1	109	2.25	18.7	18.1	0
EIF4EBP2	0	0	0	0	11.6	22.4	0	0	0
EIF4EBP3	0	0	0	0	0	0	0	0	0
EIF4ENIF1	4.91	3.29	0	10.2	8.85	0	40.7	13	0
EIF4G1	20.67	18.22	108.1	46.64	691.8	13.45	52.1	85.7	0
EIF4G2	2.56	0	0	0	58	2.76	53	5.75	0
EIF4G3	28.39	19.19	0	19.3	30.63	6.48	8.73	16.3	0
EIF4H	0	0	0	0	56.6	0	0	0	0
EIF5	1.65	1.44	0	9.17	7.49	2.1	8.47	0	0
